"","Court","PendStart","New","Reopen","Closed","PendatEnd","Pending0.6","Pending6plus","PendingInact.BW","JuryTrials","NonJuryTrials","Convict","Acquit","PleaTrial","DismTrial","DismBrief","PleaBef","DismbyPros","PostJActiv","Other","court.type","Year"
"1363","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleventh District Court",2017
"1364","Adult Motor Vehicle Offenses","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,0,1,0,"0","Eleventh District Court",2017
"1365","Extradition","10","41","0","40","11","6",1,4,0,0,0,0,0,0,2,0,9,0,"29","Eleventh District Court",2017
"1366","Felony Crimes Against Property","277","266","150","347","346","164",64,118,0,0,0,0,0,0,12,154,51,143,"0","Eleventh District Court",2017
"1367","Felony Crimes Against Persons","516","386","273","671","508","223",133,152,17,0,10,1,3,2,24,294,118,253,"0","Eleventh District Court",2017
"1368","Felony Drug Offenses","343","324","244","533","381","200",81,100,1,0,1,0,0,0,12,198,80,248,"0","Eleventh District Court",2017
"1369","Felony DWI/DUI","206","164","55","216","209","85",58,66,7,0,4,1,0,2,0,148,32,49,"0","Eleventh District Court",2017
"1370","Felony Homicide","13","8","9","13","17","8",8,1,1,0,1,0,0,0,0,4,0,8,"0","Eleventh District Court",2017
"1371","Felony Miscellaneous","77","15","41","86","47","10",17,20,0,0,0,0,0,0,4,30,12,41,"0","Eleventh District Court",2017
"1372","Felony Public Safety Offenses","84","97","50","127","105","59",24,22,4,0,2,0,2,0,2,71,14,40,"0","Eleventh District Court",2017
"1373","Felony Sexual Offenses","69","59","20","71","79","33",40,6,3,0,2,1,0,0,3,39,13,19,"0","Eleventh District Court",2017
"1374","Felony First Degree","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Eleventh District Court",2017
"1375","Felony Domestic Violence","25","14","10","33","16","7",7,2,1,0,1,0,0,0,0,10,11,11,"0","Eleventh District Court",2017
"1376","Lower Court Appeal","3","0","0","1","2","0",0,2,0,0,0,0,0,0,0,1,0,0,"0","Eleventh District Court",2017
"1377","Felony Vehicular Homicide","1","1","1","1","2","1",1,0,0,0,0,0,0,0,0,1,1,0,"0","Eleventh District Court",2017
"1378","Lower Court Appeal ‐ Defendant Appellant","31","65","0","59","37","29",8,0,0,14,14,0,0,0,0,41,1,1,"2","Eleventh District Court",2017
"1379","Lower Court Appeal ‐ Plaintiff Appellant","0","2","0","2","0","0",0,0,0,0,0,0,0,0,2,0,0,0,"0","Eleventh District Court",2017
"1380","Lower Court DWI/DUI Appeals","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Eleventh District Court",2017
"1381","Lower Court DWI Appeal ‐ Defendant Appellant","37","51","1","50","38","26",12,0,2,8,8,0,1,1,0,39,0,1,"0","Eleventh District Court",2017
"1382","Lower Court DWI Appeal ‐ Plaintiff Appellant","2","1","0","3","0","0",0,0,0,1,1,0,0,0,0,2,0,0,"0","Eleventh District Court",2017
"1383","Misdemeanor (Dist.)","28","31","2","25","36","22",3,11,0,3,3,0,0,0,0,18,3,2,"0","Eleventh District Court",2017
"1384","Misdemeanor DWI/DUI","2","8","0","4","6","5",0,1,0,0,0,0,0,0,0,2,2,0,"0","Eleventh District Court",2017
"1385","Petition for Review of Bond/Conditions of Release","1","6","0","5","2","0",2,0,0,0,0,0,0,0,0,2,0,0,"3","Eleventh District Court",2017
"1386","Total","1728","1539","856","2289","1843","878",460,505,36,26,47,3,6,5,61,1055,348,816,"34","Eleventh District Court",2017
"1387","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleventh District Court",2017
"1388","Juvenile Public Safety Offenses","4","7","6","12","5","1",2,2,0,0,0,0,0,0,0,3,2,8,"0","Eleventh District Court",2017
"1389","Juvenile Crimes Against Property","46","64","35","110","35","20",11,4,0,0,0,0,0,0,0,43,47,39,"0","Eleventh District Court",2017
"1390","Juvenile Crimes Against Persons","36","78","26","107","33","28",3,2,1,0,0,1,0,0,0,52,49,26,"0","Eleventh District Court",2017
"1391","Juvenile Delinquent Felony","3","4","0","5","2","2",0,0,0,0,0,0,0,0,0,2,3,2,"0","Eleventh District Court",2017
"1392","Juvenile Delinquent Non‐Felony","7","13","3","17","6","5",1,0,0,0,0,0,0,0,0,8,9,2,"0","Eleventh District Court",2017
"1393","Juvenile Drug Offenses","17","37","16","56","14","9",4,1,0,0,0,0,0,0,0,30,21,18,"0","Eleventh District Court",2017
"1394","Juvenile DWI Offenses","8","10","3","16","4","4",0,0,0,0,0,0,0,0,0,10,8,3,"0","Eleventh District Court",2017
"1395","Juvenile Graffiti Offenses","0","1","0","1","0","0",0,0,0,0,0,0,0,0,0,0,1,0,"0","Eleventh District Court",2017
"1396","Juvenile Motor Vehicle Offenses","1","3","1","5","0","0",0,0,0,0,0,0,0,0,0,2,2,1,"0","Eleventh District Court",2017
"1397","Juvenile Sexual Offenses","4","12","7","19","4","4",0,0,1,0,0,0,1,0,0,8,7,5,"0","Eleventh District Court",2017
"1398","Youthful Offender Crimes Against Persons","2","1","1","3","1","0",1,0,0,0,0,0,0,0,0,2,2,1,"0","Eleventh District Court",2017
"1399","Youthful Offender Crimes Against Property","0","3","1","3","1","1",0,0,0,0,0,0,0,0,0,2,1,1,"0","Eleventh District Court",2017
"1400","Youthful Offender Sexual Offenses","6","2","1","4","5","1",3,1,0,0,0,0,0,0,0,2,2,1,"0","Eleventh District Court",2017
"1401","Total","134","235","100","358","110","75",25,10,2,0,0,1,1,0,0,164,154,107,"0","Eleventh District Court",2017
"1402","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Twelfth District Court",2017
"1403","Extradition","5","9","0","4","10","3",6,1,0,0,0,0,0,0,1,0,2,0,"1","Twelfth District Court",2017
"1404","Felony Crimes Against Property","240","175","114","255","275","131",104,40,8,1,6,2,0,1,8,75,23,142,"0","Twelfth District Court",2017
"1405","Felony Crimes Against Persons","340","185","163","335","353","126",174,53,20,0,12,4,2,1,11,87,41,178,"0","Twelfth District Court",2017
"1406","Felony Drug Offenses","564","275","251","489","604","224",229,151,21,1,16,0,1,4,22,149,58,258,"1","Twelfth District Court",2017
"1407","Felony DWI/DUI","72","26","10","52","58","11",30,17,3,1,3,0,0,1,0,24,8,21,"0","Twelfth District Court",2017
"1408","Felony Homicide","10","6","4","7","13","6",7,0,1,0,1,0,0,0,0,0,2,4,"0","Twelfth District Court",2017
"1409","Felony Miscellaneous","189","61","80","156","178","64",75,39,5,2,5,1,0,1,8,47,22,84,"0","Twelfth District Court",2017
"1410","Felony Public Safety Offenses","15","24","3","9","33","12",17,4,0,0,0,0,0,0,0,6,0,2,"0","Twelfth District Court",2017
"1411","Felony Sexual Offenses","53","24","14","36","55","19",30,6,3,0,0,2,1,0,1,10,3,20,"0","Twelfth District Court",2017
"1412","Felony Domestic Violence","9","3","3","6","9","2",4,3,0,0,0,0,0,0,0,2,2,3,"0","Twelfth District Court",2017
"1413","Lower Court Appeal","4","0","1","2","3","0",2,1,0,0,0,0,0,0,0,0,0,2,"0","Twelfth District Court",2017
"1414","Felony Vehicular Homicide","2","0","0","1","1","0",0,1,0,0,0,0,0,0,0,0,1,0,"0","Twelfth District Court",2017
"1415","Lower Court Appeal ‐ Defendant Appellant","20","20","0","9","31","16",15,0,0,2,2,0,0,0,0,2,2,2,"0","Twelfth District Court",2017
"1416","Lower Court Appeal ‐ Plaintiff Appellant","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Twelfth District Court",2017
"1417","Lower Court DWI Appeal ‐ Defendant Appellant","3","7","0","4","6","4",2,0,2,0,1,0,0,1,0,0,0,0,"0","Twelfth District Court",2017
"1418","Misdemeanor (Dist.)","38","20","8","24","42","14",19,9,2,1,2,0,0,1,0,11,5,5,"0","Twelfth District Court",2017
"1419","Misdemeanor DWI/DUI","4","0","2","4","2","0",1,1,0,0,0,0,0,0,0,0,0,4,"0","Twelfth District Court",2017
"1420","Petition for Review of Bond/Conditions of Release","0","3","0","1","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"1","Twelfth District Court",2017
"1421","Total","1569","838","653","1394","1675","632",717,326,65,8,48,9,4,10,51,413,169,725,"3","Twelfth District Court",2017
"1422","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Twelfth District Court",2017
"1423","Juvenile Public Safety Offenses","2","1","2","4","1","0",1,0,0,0,0,0,0,0,1,0,0,3,"0","Twelfth District Court",2017
"1424","Juvenile Crimes Against Property","21","24","12","41","16","11",4,1,0,0,0,0,0,0,4,17,4,14,"1","Twelfth District Court",2017
"1425","Juvenile Crimes Against Persons","31","23","15","50","19","11",5,3,0,0,0,0,0,0,2,20,6,21,"0","Twelfth District Court",2017
"1426","Juvenile Delinquent Felony","11","5","6","17","5","1",4,0,0,0,0,0,0,0,1,5,1,10,"0","Twelfth District Court",2017
"1427","Juvenile Delinquent Non‐Felony","11","15","11","31","6","1",2,3,0,0,0,0,0,0,2,14,1,14,"0","Twelfth District Court",2017
"1428","Juvenile Drug Offenses","8","14","3","18","7","5",2,0,0,0,0,0,0,0,2,11,2,4,"0","Twelfth District Court",2017
"1429","Juvenile DWI Offenses","2","2","0","3","1","0",1,0,0,0,0,0,0,0,0,2,0,1,"0","Twelfth District Court",2017
"1430","Juvenile Graffiti Offenses","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Twelfth District Court",2017
"1431","Juvenile Motor Vehicle Offenses","3","0","1","4","0","0",0,0,0,0,0,0,0,0,0,1,2,1,"0","Twelfth District Court",2017
"1432","Juvenile Sexual Offenses","3","3","0","5","1","1",0,0,1,0,0,1,0,0,1,3,0,0,"0","Twelfth District Court",2017
"1433","Youthful Offender Crimes Against Persons","1","1","0","0","2","2",0,0,0,0,0,0,0,0,0,0,0,0,"0","Twelfth District Court",2017
"1434","Youthful Offender Crimes Against Property","2","1","0","2","1","0",1,0,0,0,0,0,0,0,0,1,0,1,"0","Twelfth District Court",2017
"1435","Youthful Offender Homicide","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Twelfth District Court",2017
"1436","Youthful Offender Miscellaneous","0","0","1","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Twelfth District Court",2017
"1437","Youthful Offender Sexual Offenses","3","3","0","1","5","1",4,0,0,0,0,0,0,0,0,0,1,0,"0","Twelfth District Court",2017
"1438","Total","99","93","51","176","67","34",26,7,1,0,0,1,0,0,13,74,17,69,"1","Twelfth District Court",2017
"1439","CRIMINAL","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Thirteenth District Court",2017
"1440","Domestic Violence Appeal ‐ Defendant Appellant","0","1","0","1","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Thirteenth District Court",2017
"1441","Extradition","19","55","0","57","16","6",8,2,0,0,0,0,0,0,6,0,47,0,"4","Thirteenth District Court",2017
"1442","Felony Crimes Against Property","737","311","312","698","667","216",180,271,6,0,3,1,0,2,44,241,110,310,"0","Thirteenth District Court",2017
"1443","Felony Crimes Against Persons","851","405","274","735","798","261",260,277,14,0,7,3,3,1,41,292,158,248,"0","Thirteenth District Court",2017
"1444","Felony Domestic Violence","0","3","0","0","3","2",1,0,0,0,0,0,0,0,0,0,0,0,"0","Thirteenth District Court",2017
"1445","Felony Drug Offenses","590","318","212","564","555","188",156,211,1,0,0,0,1,0,41,231,95,205,"0","Thirteenth District Court",2017
"1446","Felony DWI/DUI","140","54","47","118","123","24",33,66,3,0,1,0,2,0,7,62,10,39,"0","Thirteenth District Court",2017
"1447","Felony Homicide","24","13","4","17","25","7",16,2,3,0,3,0,0,0,0,5,2,8,"0","Thirteenth District Court",2017
"1448","Felony Miscellaneous","72","29","20","57","64","22",20,22,1,0,1,0,0,0,1,20,13,22,"0","Thirteenth District Court",2017
"1449","Felony Public Safety Offenses","106","61","37","100","104","36",47,21,0,0,0,0,0,0,8,36,18,41,"0","Thirteenth District Court",2017
"1450","Felony Sexual Offenses","61","32","11","46","58","18",26,14,4,0,3,1,0,0,5,15,14,10,"0","Thirteenth District Court",2017
"1451","Felony Vehicular Homicide","3","0","0","1","2","0",1,1,0,0,0,0,0,0,0,0,0,1,"0","Thirteenth District Court",2017
"1452","Lower Court Appeal","14","0","0","0","14","0",13,1,0,0,0,0,0,0,0,0,0,0,"0","Thirteenth District Court",2017
"1453","Lower Court Appeal ‐ Defendant Appellant","57","50","0","53","54","18",36,0,0,16,14,0,0,1,8,25,3,0,"0","Thirteenth District Court",2017
"1454","Lower Court Appeal ‐ Plaintiff Appellant","4","1","0","3","2","0",2,0,0,0,0,0,0,0,0,3,0,0,"0","Thirteenth District Court",2017
"1455","Lower Court DWI Appeal ‐ Defendant Appellant","24","49","0","47","27","20",7,0,0,16,11,0,0,3,2,25,3,0,"0","Thirteenth District Court",2017
"1456","Lower Court DWI Appeal ‐ Plaintiff Appellant","3","1","0","3","1","0",1,0,0,1,1,0,0,0,1,0,1,0,"0","Thirteenth District Court",2017
"1457","Misdemeanor (Dist.)","7","6","1","5","9","3",6,0,0,0,0,0,0,0,0,3,1,2,"0","Thirteenth District Court",2017
"1458","Misdemeanor DWI/DUI","9","4","2","11","4","3",0,1,0,1,0,0,1,0,0,7,2,1,"0","Thirteenth District Court",2017
"1459","Petition for Review of Bond/Conditions of Release","1","4","0","4","1","0",1,0,0,0,0,0,0,0,0,1,0,0,"0","Thirteenth District Court",2017
"1460","Total","2722","1396","920","2519","2527","824",814,889,32,34,44,5,7,7,164,966,477,887,"4","Thirteenth District Court",2017
"1461","JUVENILE","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Thirteenth District Court",2017
"1462","Juvenile Public Safety Offenses","7","8","2","12","6","3",3,0,0,0,0,0,0,0,3,3,3,2,"0","Thirteenth District Court",2017
"1463","Juvenile Crimes Against Property","50","55","29","75","60","37",15,8,0,0,0,0,0,0,16,16,16,27,"0","Thirteenth District Court",2017
"1464","Juvenile Crimes Against Persons","68","76","19","97","68","37",19,12,0,3,0,1,0,2,22,29,21,21,"0","Thirteenth District Court",2017
"1465","Juvenile Delinquent Felony","3","3","0","4","2","2",0,0,0,0,0,0,0,0,0,1,1,1,"0","Thirteenth District Court",2017
"1466","Juvenile Delinquent Non‐Felony","5","10","1","9","7","5",1,1,0,0,0,0,0,0,2,5,2,0,"0","Thirteenth District Court",2017
"1467","Juvenile Drug Offenses","42","66","21","82","47","34",7,6,0,0,0,0,0,0,21,22,18,21,"0","Thirteenth District Court",2017
"1468","Juvenile DWI Offenses","3","18","2","13","10","5",2,3,0,0,0,0,0,0,2,7,2,2,"0","Thirteenth District Court",2017
"1469","Juvenile Graffiti Offenses","1","0","0","0","1","0",0,1,0,0,0,0,0,0,0,0,0,0,"0","Thirteenth District Court",2017
"1470","Juvenile Motor Vehicle Offenses","2","2","2","5","1","1",0,0,0,0,0,0,0,0,0,1,3,1,"0","Thirteenth District Court",2017
"1471","Juvenile Sexual Offenses","9","5","1","7","8","3",4,1,0,0,0,0,0,0,3,0,2,1,"1","Thirteenth District Court",2017
"1472","Youthful Offender Crimes Against Persons","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Thirteenth District Court",2017
"1473","Youthful Offender Crimes Against Property","1","1","0","0","2","0",2,0,0,0,0,0,0,0,0,0,0,0,"0","Thirteenth District Court",2017
"1474","Youthful Offender Public Safety Offenses","0","0","1","1","0","0",0,0,0,0,0,0,0,0,0,0,0,1,"0","Thirteenth District Court",2017
"1475","Youthful Offender Homicide","2","0","1","1","2","0",2,0,0,0,0,0,0,0,0,0,0,1,"0","Thirteenth District Court",2017
"1476","Youthful Offender Sexual Offenses","2","1","1","2","1","0",1,0,0,0,0,0,0,0,1,1,0,0,"0","Thirteenth District Court",2017
"1477","Total","196","245","80","308","216","127",57,32,0,3,0,1,0,2,70,85,68,78,"1","Thirteenth District Court",2017
"1478","CRIMINAL (not juvenile)","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Statewide District Court",2017
"1479","Adult Motor Vehicle Offenses","8","2","4","6","8","2",1,5,0,0,0,0,0,0,0,2,1,3,"0","Statewide District Court",2017
"1480","Contempt","0","2","0","0","2","2",0,0,0,0,0,0,0,0,0,0,0,0,"0","Statewide District Court",2017
"1481","Domestic Violence Appeal ‐ Defendant Appellant","3","1","0","3","1","0",1,0,0,0,0,0,0,0,0,2,0,0,"0","Statewide District Court",2017
"1482","Domestic Violence Appeal ‐ Plaintiff Appellant","3","0","0","3","0","0",0,0,0,0,0,0,0,0,0,3,0,0,"0","Statewide District Court",2017
"1483","Extradition","153","263","0","247","165","46",65,54,0,0,0,0,0,0,16,1,169,0,"58","Statewide District Court",2017
"1484","Felony Crimes Against Property","5996","3919","3443","7351","6039","2348",1318,2373,91,7,36,20,18,24,396,2398,1068,3478,"4","Statewide District Court",2017
"1485","Felony Crimes Against Persons","5574","4043","2692","6777","5567","2278",1696,1593,211,2,94,57,37,22,459,2408,1126,2714,"16","Statewide District Court",2017
"1486","Felony Drug Offenses","5916","4369","3136","7417","6014","2355",1488,2171,106,7,59,11,25,17,416,2734,1170,3117,"6","Statewide District Court",2017
"1487","Felony DWI/DUI","1213","689","371","1061","1220","369",387,464,36,4,26,2,8,4,27,549,136,359,"2","Statewide District Court",2017
"1488","Felony Homicide","265","165","81","213","298","126",148,24,27,1,18,7,3,0,6,78,19,88,"0","Statewide District Court",2017
"1489","Felony Miscellaneous","886","469","291","886","767","288",242,237,16,3,11,2,3,3,54,292,149,289,"0","Statewide District Court",2017
"1490","Felony Public Safety Offenses","725","873","426","1126","900","424",247,229,26,1,17,2,4,4,71,481,154,420,"2","Statewide District Court",2017
"1491","Felony Sexual Offenses","827","433","257","703","817","262",347,208,61,4,31,27,2,5,38,223,138,269,"0","Statewide District Court",2017
"1492","Felony First Degree","30","0","21","23","27","5",16,6,0,0,0,0,0,0,0,0,0,23,"0","Statewide District Court",2017
"1493","Felony Domestic Violence","185","236","137","345","215","92",42,81,4,0,1,0,0,3,41,91,73,142,"0","Statewide District Court",2017
"1494","Felony Vehicular Homicide","26","27","3","17","39","12",21,6,0,0,0,0,0,0,0,9,3,6,"0","Statewide District Court",2017
"1495","Lower Court Appeal","39","0","1","7","33","2",26,5,0,0,0,0,0,0,0,1,4,2,"0","Statewide District Court",2017
"1496","Lower Court Appeal ‐ Defendant Appellant","292","324","9","344","280","140",137,3,4,69,57,5,2,4,28,175,34,19,"6","Statewide District Court",2017
"1497","Lower Court Appeal ‐ Plaintiff Appellant","17","12","1","20","10","2",7,1,1,1,2,0,0,0,5,8,4,1,"0","Statewide District Court",2017
"1498","Lower Court DWI/DUI Appeals","5","0","0","1","4","0",4,0,0,0,0,0,0,0,0,1,0,0,"0","Statewide District Court",2017
"1499","Lower Court DWI Appeal ‐ Defendant Appellant","175","178","8","216","145","93",50,2,13,36,35,2,3,5,8,117,10,5,"0","Statewide District Court",2017
"1500","Lower Court DWI Appeal ‐ Plaintiff Appellant","12","10","0","14","8","3",4,1,0,2,2,0,0,0,4,4,2,0,"0","Statewide District Court",2017
"1501","Misdemeanor (Dist.)","262","410","226","641","260","101",72,87,9,6,9,2,1,3,41,265,83,239,"0","Statewide District Court",2017
"1502","Misdemeanor DWI/DUI","179","155","55","235","156","63",42,51,4,19,11,3,7,2,3,129,30,51,"0","Statewide District Court",2017
"1503","Petition for Review of Bond/Conditions of Release","8","233","2","85","149","138",11,0,0,0,0,0,0,0,5,6,3,1,"63","Statewide District Court",2017
"1504","Total","22799","16813","11164","27741","23124","9151",6372,7601,609,162,409,140,113,96,1618,9977,4376,11226,"157","Statewide District Court",2017
"1505","JUVENILE","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Statewide District Court",2017
"1506","Juvenile Public Safety Offenses","116","201","63","261","120","71",35,14,1,11,2,2,5,3,43,101,41,66,"0","Statewide District Court",2017
"1507","Juvenile Crimes Against Property","486","817","393","1201","492","295",115,82,2,18,2,0,15,3,119,466,237,399,"4","Statewide District Court",2017
"1508","Juvenile Crimes Against Persons","636","1024","330","1404","589","358",148,83,7,22,1,5,13,10,212,550,305,344,"5","Statewide District Court",2017
"1509","Juvenile Delinquent Felony","40","77","20","87","48","29",13,6,0,0,0,0,0,0,4,41,22,22,"0","Statewide District Court",2017
"1510","Juvenile Delinquent Non‐Felony","81","143","57","201","80","43",22,15,1,0,0,0,1,0,11,80,50,63,"0","Statewide District Court",2017
"1511","Juvenile Drug Offenses","211","393","150","545","208","141",33,34,0,9,0,0,7,2,66,219,104,164,"0","Statewide District Court",2017
"1512","Juvenile DWI Offenses","33","84","16","87","45","28",10,7,0,0,0,0,0,0,3,54,18,19,"0","Statewide District Court",2017
"1513","Juvenile Extradition","2","0","0","1","1","0",1,0,0,0,0,0,0,0,0,0,1,0,"0","Statewide District Court",2017
"1514","Juvenile Graffiti Offenses","4","4","0","4","4","1",2,1,0,0,0,0,0,0,0,1,2,1,"0","Statewide District Court",2017
"1515","Juvenile Truancy","7","27","0","30","4","4",0,0,0,7,2,0,4,1,0,12,11,0,"0","Statewide District Court",2017
"1516","Juvenile Homicide","3","0","0","1","2","0",2,0,0,0,0,0,0,0,0,1,0,0,"0","Statewide District Court",2017
"1517","Juvenile Motor Vehicle Offenses","30","53","26","81","28","17",6,5,0,0,0,0,0,0,8,27,25,22,"0","Statewide District Court",2017
"1518","Juvenile Sexual Offenses","64","91","17","111","62","37",17,8,3,6,1,1,7,0,14,45,30,13,"2","Statewide District Court",2017
"1519","Youthful Offender Crimes Against Persons","30","42","14","44","42","24",13,5,1,1,1,0,1,0,0,28,11,14,"0","Statewide District Court",2017
"1520","Youthful Offender Crimes Against Property","18","17","7","20","22","9",12,1,0,0,0,0,0,0,2,12,3,5,"0","Statewide District Court",2017
"1521","Youthful Offender Public Safety Offenses","6","6","3","10","5","2",1,2,0,0,0,0,0,0,0,6,2,4,"0","Statewide District Court",2017
"1522","Youthful Offender Homicide","10","3","1","5","9","3",5,1,3,0,0,3,0,0,0,1,0,1,"0","Statewide District Court",2017
"1523","Youthful Offender Miscellaneous","0","0","1","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Statewide District Court",2017
